1679897384.3561728,0,0,0.0,0.0
1679897384.406434,0,0,0.0,0.0
1679897384.4567363,0,0,0.0,0.0
1679897384.5070398,0,0,0.0,0.0
1679897384.5573351,0,0,0.0,0.0
1679897384.6076381,0,0,0.0,0.0
1679897384.647849,0,0,0.0,0.0
1679897384.6981559,0,0,0.0,0.0
1679897384.7484622,0,0,0.0,0.0
1679897384.798754,0,0,0.0,0.0
1679897384.8490515,0,0,0.0,0.0
1679897384.8993537,0,0,0.0,0.0
1679897384.9496553,0,0,0.0,0.0
1679897384.9999626,0,0,0.0,0.0
1679897385.0502603,0,0,0.0,0.0
1679897385.1005547,0,0,0.0,0.0
1679897385.150841,0,0,0.0,0.0
1679897385.2011218,0,0,0.0,0.0
1679897385.2514176,0,0,0.0,0.0
1679897385.3017194,0,0,0.0,0.0
1679897385.3520193,0,0,0.0,0.0
1679897385.4023473,0,0,0.0,0.0
1679897385.4526205,0,0,0.0,0.0
1679897385.5029225,0,0,0.0,0.0
1679897385.5532222,0,0,0.0,0.0
1679897385.6035223,0,0,0.0,0.0
1679897385.6537833,0,0,0.0,0.0
1679897385.7040863,0,0,0.0,0.0
1679897385.7543824,0,0,0.0,0.0
1679897385.804678,0,0,0.0,0.0
1679897385.8549626,0,0,0.0,0.0
1679897385.9052691,0,0,0.0,0.0
1679897385.9555657,0,0,0.0,0.0
1679897386.0058684,0,0,0.0,0.0
1679897386.0561633,0,0,0.0,0.0
1679897386.1064472,0,0,0.0,0.0
1679897386.1567447,0,0,0.0,0.0
1679897386.207048,0,0,0.0,0.0
1679897386.2573485,0,0,0.0,0.0
1679897386.3076448,0,0,0.0,0.0
1679897386.3478196,0,0,0.0,0.0
1679897386.3981137,0,0,0.0,0.0
1679897386.4484184,0,0,0.0,0.0
1679897386.49871,0,0,0.0,0.0
1679897386.549014,0,0,0.0,0.0
1679897386.5992703,0,0,0.0,0.0
1679897386.6495757,0,0,0.0,0.0
1679897386.699842,0,0,0.0,0.0
1679897386.750142,0,0,0.0,0.0
1679897386.800446,0,0,0.0,0.0
1679897386.8507204,0,0,0.0,0.0
1679897386.9010167,0,0,0.0,0.0
1679897386.9513197,0,0,0.0,0.0
1679897387.0016127,0,0,0.0,0.0
1679897387.0519118,0,0,0.0,0.0
1679897387.1021605,0,0,0.0,0.0
1679897387.1524584,0,0,0.0,0.0
1679897387.202741,0,0,0.0,0.0
1679897387.2530408,0,0,0.0,0.0
1679897387.3033385,0,0,0.0,0.0
1679897387.3536425,0,0,0.0,0.0
1679897387.4039412,0,0,0.0,0.0
1679897387.4542406,0,0,0.0,0.0
1679897387.5045404,0,0,0.0,0.0
1679897387.5547788,0,0,0.0,0.0
1679897387.6050863,0,0,0.0,0.0
1679897387.6553664,0,0,0.0,0.0
1679897387.7056615,0,0,0.0,0.0
1679897387.7559578,0,0,0.0,0.0
1679897387.806258,0,0,0.0,0.0
1679897387.8565366,0,0,0.0,0.0
1679897387.9068332,0,0,0.0,0.0
1679897387.9571416,0,0,0.0,0.0
1679897388.0074453,0,0,0.0,0.0
1679897388.0577478,0,0,0.0,0.0
1679897388.0979917,0,0,0.0,0.0
1679897388.1482928,0,0,0.0,0.0
1679897388.1985924,0,0,0.0,0.0
1679897388.2488883,0,0,0.0,0.0
1679897388.299179,0,0,0.0,0.0
1679897388.3494558,0,0,0.0,0.0
1679897388.399736,0,0,0.0,0.0
1679897388.4500618,0,0,0.0,0.0
1679897388.500357,0,0,0.0,0.0
1679897388.5506568,0,0,0.0,0.0
1679897388.6009552,0,0,0.0,0.0
1679897388.651177,0,0,0.0,0.0
1679897388.7014751,0,0,0.0,0.0
1679897388.7517748,0,0,0.0,0.0
1679897388.8020754,0,0,0.0,0.0
1679897388.8523357,0,0,0.0,0.0
1679897388.9025836,0,0,0.0,0.0
1679897388.9528778,0,0,0.0,0.0
1679897389.0031886,0,0,0.0,0.0
1679897389.0534835,0,0,0.0,0.0
1679897389.1037874,0,0,0.0,0.0
1679897389.154088,0,0,0.0,0.0
1679897389.2043846,0,0,0.0,0.0
1679897389.2546947,0,0,0.0,0.0
1679897389.3049698,0,0,0.0,0.0
1679897389.355413,0,0,0.0,0.0
1679897389.4057117,0,0,0.0,0.0
1679897389.4560087,0,0,0.0,0.0
1679897389.5063126,0,0,0.0,0.0
1679897389.5565982,0,0,0.0,0.0
1679897389.6068997,0,0,0.0,0.0
1679897389.6572013,0,0,0.0,0.0
1679897389.707499,0,0,0.0,0.0
1679897389.7478542,0,0,0.0,0.0
1679897389.7981508,0,0,0.0,0.0
1679897389.8484151,0,0,0.0,0.0
1679897389.8987067,0,0,0.0,0.0
1679897389.9490087,0,0,0.0,0.0
1679897389.999273,0,0,0.0,0.0
1679897390.0494986,0,0,0.0,0.0
1679897390.0997992,0,0,0.0,0.0
1679897390.1400163,0,0,0.0,0.0
1679897390.200379,0,0,0.0,0.0
1679897390.2506614,0,0,0.0,0.0
1679897390.3009608,0,0,0.0,0.0
1679897390.3512652,0,0,0.0,0.0
1679897390.4015527,0,0,0.0,0.0
1679897390.4518273,0,0,0.0,0.0
1679897390.502135,0,0,0.0,0.0
1679897390.552419,0,0,0.0,0.0
1679897390.6027212,0,0,0.0,0.0
1679897390.6530273,0,0,0.0,0.0
1679897390.7033274,0,0,0.0,0.0
1679897390.7536283,0,0,0.0,0.0
1679897390.8039262,0,0,0.0,0.0
1679897390.8542047,0,0,0.0,0.0
1679897390.9044979,0,0,0.0,0.0
1679897390.9548016,0,0,0.0,0.0
1679897391.0051024,0,0,0.0,0.0
1679897391.0553784,0,0,0.0,0.0
1679897391.105679,0,0,0.0,0.0
1679897391.1559708,0,0,0.0,0.0
1679897391.206236,0,0,0.0,0.0
1679897391.2565331,0,0,0.0,0.0
1679897391.3068118,0,0,0.0,0.0
1679897391.3571134,0,0,0.0,0.0
1679897391.4074092,0,0,0.0,0.0
1679897391.4577048,0,0,0.0,0.0
1679897391.4979196,0,0,0.0,0.0
1679897391.5481865,0,0,0.0,0.0
1679897391.5984807,0,0,0.0,0.0
1679897391.6487772,0,0,0.0,0.0
1679897391.6990793,0,0,0.0,0.0
1679897391.7493863,0,0,0.0,0.0
1679897391.7997234,0,0,0.0,0.0
1679897391.8500264,0,0,0.0,0.0
1679897391.9003248,0,0,0.0,0.0
1679897391.9505951,0,0,0.0,0.0
1679897392.0009031,0,0,0.0,0.0
1679897392.0511992,0,0,0.0,0.0
1679897392.101494,0,0,0.0,0.0
1679897392.1518097,0,0,0.0,0.0
