0.0 , 0.05
-0.49606212963194873 , 0.05
-0.49606212963194873 , 0.05
-0.49606212963194873 , 0.05
-0.21087021716709026 , 0.05
-0.21087021716709026 , 0.05
-0.21087021716709026 , 0.05
2.1566656253951777 , 0.05
2.1566656253951777 , 0.05
0.25638300548172926 , 0.05
0.25638300548172926 , 0.05
0.25638300548172926 , 0.05
-0.040984441435302624 , 0.05
-0.040984441435302624 , 0.05
-0.040984441435302624 , 0.05
-0.07609949080294114 , 0.05
-0.07609949080294114 , 0.05
-0.07609949080294114 , 0.05
0.07820765988128447 , 0.05
0.07820765988128447 , 0.05
0.6416463915661031 , 0.05
0.6416463915661031 , 0.05
0.6416463915661031 , 0.05
-0.40716430768218537 , 0.05
-0.40716430768218537 , 0.05
-0.40716430768218537 , 0.05
0.1349657277421056 , 0.05
0.1349657277421056 , 0.05
0.23845385161302415 , 0.05
0.23845385161302415 , 0.05
0.23845385161302415 , 0.05
-0.0932523920297599 , 0.05
-0.0932523920297599 , 0.05
-0.0932523920297599 , 0.05
-0.41153728097781694 , 0.05
-0.41153728097781694 , 0.05
-0.011555869849828333 , 0.05
-0.011555869849828333 , 0.05
-0.011555869849828333 , 0.05
0.35180343481540444 , 0.05
